"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"04.02.2020","6,600","6,930","7,130","6,430","192,83K","-4,76%"
"03.02.2020","6,930","7,080","7,130","6,830","27,82K","-2,53%"
"31.01.2020","7,110","7,150","7,150","6,910","143,31K","-1,39%"
"30.01.2020","7,210","7,450","7,490","7,150","300,55K","-3,35%"
"29.01.2020","7,460","7,430","7,480","7,400","14,67K","1,22%"
"28.01.2020","7,370","7,520","7,540","7,370","21,57K","-0,41%"
"27.01.2020","7,400","7,760","7,760","7,350","45,54K","-5,13%"
"24.01.2020","7,800","8,010","8,010","7,520","71,71K","-3,58%"
"23.01.2020","8,090","8,120","8,120","7,910","113,64K","-0,37%"
"22.01.2020","8,120","7,930","8,150","7,800","247,99K","2,78%"
"21.01.2020","7,900","7,570","8,000","7,570","285,80K","5,33%"
"17.01.2020","7,500","7,370","7,720","7,230","158,59K","3,02%"
"16.01.2020","7,280","6,600","7,380","6,600","57,77K","9,31%"
"15.01.2020","6,660","6,930","6,930","6,650","61,62K","-3,62%"
"14.01.2020","6,910","7,300","7,300","6,820","103,08K","-5,21%"
"13.01.2020","7,290","7,820","7,820","7,250","100,19K","-7,13%"
"10.01.2020","7,850","7,850","7,850","7,520","66,32K","0,64%"
"09.01.2020","7,800","7,880","7,910","7,620","89,19K","-1,64%"
"08.01.2020","7,930","7,910","8,050","7,700","72,33K","-0,88%"
"07.01.2020","8,000","8,070","8,190","7,780","149,54K","-0,99%"
"06.01.2020","8,080","8,220","8,340","8,050","43,59K","-1,46%"
"03.01.2020","8,200","8,120","8,320","8,120","83,86K","1,86%"
"02.01.2020","8,050","7,940","8,150","7,840","87,51K","2,55%"
